"filename", "language", "JSON", "JSON with Comments", "Markdown", "TypeScript", "JavaScript", "Cocos Effect", "comment", "blank", "total"
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Data\world\tiledmap\world_01_03.json", "JSON", 144, 0, 0, 0, 0, 0, 0, 0, 144
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Data\world\tiledmap\world_01_04.json", "JSON", 172, 0, 0, 0, 0, 0, 0, 0, 172
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Data\world\tiledmap\world_02_00.json", "JSON", 149, 0, 0, 0, 0, 0, 0, 0, 149
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Data\world\tiledmap\world_02_01.json", "JSON", 144, 0, 0, 0, 0, 0, 0, 0, 144
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Data\world\tiledmap\world_03_00.json", "JSON", 144, 0, 0, 0, 0, 0, 0, 0, 144
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Data\world\tiledmap\world_03_01.json", "JSON", 144, 0, 0, 0, 0, 0, 0, 0, 144
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Data\world\tiledmap\world_03_02.json", "JSON", 144, 0, 0, 0, 0, 0, 0, 0, 144
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Data\world\tiledmap\world_03_03.json", "JSON", 144, 0, 0, 0, 0, 0, 0, 0, 144
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Data\world\tiledmap\world_03_04.json", "JSON", 144, 0, 0, 0, 0, 0, 0, 0, 144
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Data\world\tiledmap\world_04_00.json", "JSON", 144, 0, 0, 0, 0, 0, 0, 0, 144
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Data\world\tiledmap\world_04_01.json", "JSON", 144, 0, 0, 0, 0, 0, 0, 0, 144
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Data\world\tiledmap\world_05_00.json", "JSON", 167, 0, 0, 0, 0, 0, 0, 1, 168
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Data\world\tiledmap\world_05_01.json", "JSON", 144, 0, 0, 0, 0, 0, 0, 0, 144
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Data\world\tiledmap\world_05_02.json", "JSON", 144, 0, 0, 0, 0, 0, 0, 0, 144
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Data\world\tiledmap\world_99_00.json", "JSON", 196, 0, 0, 0, 0, 0, 0, 0, 196
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Data\world\tiledmap\world_99_01.json", "JSON", 134, 0, 0, 0, 0, 0, 0, 0, 134
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Data\world\tiledmap\world_99_02.json", "JSON", 146, 0, 0, 0, 0, 0, 0, 0, 146
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Data\world\tiledmap\world_99_03.json", "JSON", 146, 0, 0, 0, 0, 0, 0, 0, 146
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Data\world\tiledmap\world_99_04.json", "JSON", 146, 0, 0, 0, 0, 0, 0, 0, 146
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Data\world\tileset.json", "JSON", 3227, 0, 0, 0, 0, 0, 0, 0, 3227
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Data\world\tilesets.json", "JSON", 3637, 0, 0, 0, 0, 0, 0, 0, 3637
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Data\worlds.json", "JSON", 310, 0, 0, 0, 0, 0, 0, 0, 310
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\assets\resources\Texture\Auto\AutoAtlas.pac", "JavaScript", 0, 0, 0, 0, 3, 0, 0, 0, 3
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\creator.d.ts", "TypeScript", 0, 0, 0, 7444, 0, 0, 24376, 254, 32074
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\jsconfig.json", "JSON with Comments", 0, 15, 0, 0, 0, 0, 0, 0, 15
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\packages\collider-gizmo\main.js", "JavaScript", 0, 0, 0, 0, 167, 0, 91, 31, 289
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\packages\collider-gizmo\package.json", "JSON", 9, 0, 0, 0, 0, 0, 0, 0, 9
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\project.json", "JSON", 7, 0, 0, 0, 0, 0, 0, 0, 7
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\settings\builder.json", "JSON", 74, 0, 0, 0, 0, 0, 0, 1, 75
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\settings\builder.panel.json", "JSON", 7, 0, 0, 0, 0, 0, 0, 0, 7
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\settings\project.json", "JSON", 171, 0, 0, 0, 0, 0, 0, 1, 172
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\settings\services.json", "JSON", 138, 0, 0, 0, 0, 0, 0, 0, 138
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\settings\wechatgame.json", "JSON", 8, 0, 0, 0, 0, 0, 0, 1, 9
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\template.json", "JSON", 5, 0, 0, 0, 0, 0, 0, 0, 5
"d:\wxcx\wxdungeon\sinkdungeon_cocos\sinkdungeon\tsconfig.json", "JSON with Comments", 0, 19, 0, 0, 0, 0, 0, 0, 19
"Total", "-", 22985, 34, 2, 44131, 171, 1874, 29346, 2975, 101518
